lat,lon,irrigation_result,tmin,tmax,prcp,cropland,elevation_result,crop_name
42.220915393274225,-93.10329965200184,3,1.7100000381469727,18.899999618530273,0,176,293,Grassland/Pasture
40.685902980069066,-90.71517099065323,3,3.5899999141693115,20.079999923706055,0,1,235,Corn
42.57935927567944,-94.73768509863613,1,2.7100000381469727,19.93000030517578,0,5,376,Soybeans
42.80966656085186,-93.98975512279414,1,2.180000066757202,18.799999237060547,0,1,341,Corn
40.50471044206123,-96.54549230253083,3,1.6399999856948853,24.15999984741211,0,5,404,Soybeans
41.22549309622334,-95.46275448255587,3,2.4600000381469727,22.1200008392334,0,1,350,Corn
40.74692212157401,-94.1827958434656,3,2.200000047683716,20.84000015258789,0,176,348,Grassland/Pasture
41.17901739123291,-96.09944601607839,3,3.690000057220459,22.549999237060547,0,176,324,Grassland/Pasture
40.48994528963259,-93.45573621116036,2,3.2100000381469727,20.350000381469727,0,5,335,Soybeans
42.61203461034038,-96.0857993276722,3,0.5799999833106995,21.43000030517578,0,1,398,Corn
42.23932932870622,-96.01036117316804,3,0.8899999856948853,21.790000915527344,0,5,368,Soybeans
41.97230869122037,-96.53463274246207,3,0.9300000071525574,22.350000381469727,0,36,414,Alfalfa
42.1817055788197,-91.30944456259436,3,0.9599999785423279,16.93000030517578,0,5,293,Soybeans
42.25164276302477,-91.72044307882044,3,1.590000033378601,17.950000762939453,0,1,273,Corn
41.233694575086744,-91.27355016238018,3,5.019999980926514,19.360000610351562,0,1,177,Corn
40.67776280999266,-91.99218587537543,2,4.710000038146973,21.190000534057617,0,176,228,Grassland/Pasture
43.41647934615153,-95.95500830231683,3,0.4699999988079071,20.3700008392334,0,5,439,Soybeans
42.38408655148311,-93.22604667554174,3,1.840000033378601,18.860000610351562,0,1,345,Corn
43.30937721088457,-90.36691389151356,2,2.4200000762939453,16.989999771118164,0,1,224,Corn
41.917694440476794,-92.86612183407294,3,1.7999999523162842,18.989999771118164,0,1,302,Corn
42.09314135670355,-95.2026470236092,3,2.359999895095825,20.239999771118164,0,5,408,Soybeans
42.304496011540046,-90.46340277621876,3,3.25,18.510000228881836,0,5,208,Soybeans
40.66057782530974,-95.16375802374955,3,2.2899999618530273,21.8700008392334,0,1,322,Corn
41.35647711556315,-93.00546268967274,4,3.2100000381469727,19.959999084472656,0,176,262,Grassland/Pasture
40.70227738201507,-95.19327198703951,1,2.25,21.81999969482422,0,1,340,Corn
40.669549149032115,-91.7033467461429,1,4.920000076293945,20.829999923706055,0,1,220,Corn
40.61367407932579,-94.66493581611536,2,2.119999885559082,21.09000015258789,0,5,377,Soybeans
40.67118723168026,-95.98500160378715,3,2.700000047683716,22.93000030517578,0,1,362,Corn
41.6340017782354,-95.73212566582963,3,2.109999895095825,21.600000381469727,0,1,381,Corn
43.384769228103636,-90.20516306327114,0,2.6500000953674316,16.329999923706055,0,121,343,Developed/Open Space
42.43915722374928,-90.69742040332233,4,3.3499999046325684,17.920000076293945,0,1,272,Corn
41.85183578310179,-93.85024583485556,3,2.0399999618530273,19.8700008392334,0,111,255,Open Water
43.46590808081822,-96.3413622531311,3,0.25999999046325684,20.389999389648438,0,1,418,Corn
43.189948332347285,-90.49921737420212,4,2.5299999713897705,17.34000015258789,0,141,212,Deciduous Forest
41.97422529478677,-92.99360262934583,3,1.7999999523162842,18.780000686645508,0,5,318,Soybeans
40.70648015077001,-90.974894883961,3,4.670000076293945,20.290000915527344,0,141,200,Deciduous Forest
41.29617792297542,-92.68985789418144,3,3.5,20.360000610351562,0,5,241,Soybeans
41.58941025914159,-95.75440316154682,3,2.2699999809265137,21.65999984741211,0,1,375,Corn
40.55647377137315,-92.48114017270811,4,4.659999847412109,20.959999084472656,0,176,247,Grassland/Pasture
42.938791390823084,-92.08855394663395,3,1.409999966621399,17.75,0,5,365,Soybeans
40.9874467023425,-92.37641670006784,4,4.010000228881836,21.1299991607666,0,5,194,Soybeans
